연번,관광지명,관광지 분야,관광지 구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자
47,걸매예술마을,기타,관광지,제주특별자치도 서귀포시 서홍로 4-42,,33.24949,126.557426,,,,,,,걸매 생태공원 동쪽 절벽 위에 위치한 걸매 예술마을은 2007년 서귀포 공공미술 프로젝트를 통해 형성되었다. 주변 자연과 어우러진 그림이 곳곳에 그려져 있으며 ‘풍경이 있는 오솔길’로 불리기도 한다. 골목 담장이나 간판에는 벽화가 그려져 있고 담벼락에 걸린 액자에는 이중섭 화백의 ‘물고기와 노는 세 아이’등 여러 작품들이 구성되어있다. 그리고 그 안에는 제주의 올레길과 올레꾼들의 모습· 서귀포의 옛 모습이 담겨 있다. 골목길이 끝나는 지점에는 별빛 전망대가 있으며 걸매 생태공원과 삼매봉· 그리고 한라산을 조망할 수 있다.,064-710-2114,제주특별자치도청,2022-12-01
48,걸서악오름,자연,관광지,제주특별자치도 서귀포시 남원읍 하례로 393-1,제주특별자치도 서귀포시 남원읍 하례리 산 124,33.281958,126.619888,22946,,펜션+민박+산장,,4988,,걸서악 오름은 오름 일대가 살쾡이와 닮았다 하여 붙여진 이름이다. 신기하게도 예전엔 이곳에 살쾡이들도 많이 살았다고 전해지는데· 이외에도 산의 모양새가 문을 걸어 잠그는 걸쇠 모양과 닮았다고 해 걸쇠 오름이라는 이야기도 있다. 위치는 서귀포시 남원읍 하례리 산 124번지 일대이며· 걸서악 오름도 하례리 마을 해설사 동반이 가능하다. 또한 오름의 서쪽 기슭에서는 효돈천이 흐르고 있으며· 동쪽 기슭에서는 하례 천이 흐르고 있어 두 개울 사이에 있는 오름이라는 뜻도 가지고 있는 걸서악오름은 정상까지 오르는 시간이 10분 남짓으로 길지 않아 아이와 함께 오르기에도 손색없다. 오름의 높이는 124m로 왕복 20분 정도 소요된다. 이 오름은 한때 주변 과수원들의 바람막이 역할을 했으며· 인근에는 하례리의 자랑인 감귤밭이 조성되어 있어 감귤 꽃이 필 때쯤엔 바람에 불어오는 향긋함도 함께 느낄 수 있다.,064-740-6000,제주관광정보센터,2022-12-01
49,검멀레동굴,자연,관광지,,,33.496752,126.966869,2614,편의점,펜션+민박,,568,,우도에서 가장 유명한 해변 중 하나인 검멀레 해변은 검은 모레가 있는 해변으로 알려져 있다. 이 모래사장 끄트머리 절벽 아래에는 콧구멍이라고도 하는 동굴이 커다랗게 열려 있다. 썰물이 되었을 때· 해수욕장 끝에 자리 잡은 동굴 안으로 들어갈 수 있다. 푸른 이끼가 고래가 살았다는 전설을 말해주는 이 곳에서 바다를 바라보면· 넘실 대는 파도와 신이 내려준 해안 절경이 여행의 방점을 찍어주는 듯 하다. 매년 가을 이 동굴에서 동굴음악회도 진행하기 때문에 동굴 안에서 멋지게 울리는 음악회가 궁금하다면· 제주특별자치도 홈페이지 행사 안내를 참고해서 10월 말경 방문을 추천한다.,064-740-6000,제주관광정보센터,2022-12-01
50,검멀레해변,자연,관광지,,,33.496885,126.968727,3704,편의점,게스트하우스+펜션,,805,,검멀레 해수욕장은 우도봉 아래에 협곡 속에 숨어있다. 폭 1백 여 미터의 작은 해변이지만 모래 찜질을 겸한 해수욕을 할 수 있는 장소이다. 도로에서 해변은 계단으로 연결되어 있다. 검멀레의 '검'은 '검다'· '멀레'는 '모래'라는 뜻으로· 검은 모래 해변을 뜻한다. 해변 끝에는 고래가 살았다는 전설이 전해지는 동굴이 있다. 이 동굴은 소의 콧구멍을 닮았다하여· '검은코꾸망'이라 불리는데· 밀물 때는 동굴의 윗부분만 보이지만· 썰물에는 동굴 전체가 드러나 동굴 안으로 접근 할 수 있다. 동굴 내부는 관광객들이 쌓아 올린 작은 돌탑 등이 있으며· 안에서 작은 음악회가 열렸을 정도로 꽤 큰 규모다. 검은코꾸망을 지나면 또 하나의 동굴이 나타나는데· 내부가 온통 붉어 '붉은코꾸망'이라 불린다. 동안경굴(東岸鯨窟)이라고도 하는데 우도 팔경 중 하 나이다. 바다 쪽에서 우도의 비경을 보고 싶다면· 보트를 타고 검멀레 주변 한 바퀴를 돌아보는 것도 좋다.,064-728-3394,제주특별자치도청,2022-12-01
51,게우지코지,자연,관광지,,제주특별자치도 서귀포시 하효동,33.243843,126.618684,5795,주차장,가족형 콘도+호텔,,1260,20,월라봉이 감싸 안은 신효마을 아래에는 쇠소깍을 품은 하효마을이 있다. 하효마을을 구석구석 걷고 싶다면· 올레 6코스를 따라 걸어보자. 올레 6코스는 쇠소깍을 시작으로 서귀포의 생태와 문화를 접할 수 있어· 탐방객들의 발걸음이 끊이지 않는다. 하지만 이 길을 걷다 보면· 누구나 그 발걸음을 멈추는 곳이 있다. 바로 툭 튀어나온 암석 지형이 전복의 내장(제주어로 ‘게읏’)을 닮아 이름 붙여졌다는 게우지코지다. 이곳에 서서 탁 트인 바다 풍경과 더불어 해사한 바닷바람· 경쾌한 파도소리를 온몸으로 마주해보자.,064-794-7944,제주특별자치도 서귀포시,2022-12-01
52,고근산(고공산),자연,관광지,,제주특별자치도 서귀포시 서호동 1287,33.372577,126.422683,1204428,공용주차장+화장실,관광호텔+펜션,,261832,20,제주올레 7-1코스 중간 지점에 위치한 고근산(孤根山)은 서귀포 신시가지를 감싸고 있는 오름으로 정상에 깊지 않은 분화구를 가지고 있다.고공산이라고도 불리는데 평지 한가운데가 우뚝 솟은 오름이라고 해서 붙여진 이름이라는 설과 근처에 산이 없어 외롭다는 데서 유래됐다는 설이 있다. 이 오름은 전설상의 거신 설문대할망이 심심할 때면 한라선 정상부를 베개 삼고 고근산 굼부리에는 궁둥이를 얹고 앞바다 범섬에 다리를 걸치고 누워서 물장구를 쳤다는 전설이 있다. 오름 중턱에는 삼나무· 편백나무· 상수리나무 등이 조림되어 있는데 나무들이 토해내는 상쾌한 공기를 마시며 오르다 보면 분화구에 도착한다. 이 곳에서 범섬 앞바다가 한눈에 펼쳐지고 서귀포시의 모습이 잘 드러난다.,064-760-2913,제주특별자치도청,2022-12-01
53,고내리 다락쉼터,자연,관광지,제주특별자치도 제주시 애월읍 애월해안로 284,제주특별자치도 제주시 애월읍 고내리 463,33.469447,126.340783,2560,공용주차장+화장실,펜션+호텔,,557,20,고내리 다락쉼터는 제주시 애월읍 고내리 해안가에 있는 조그마한 공원이자 쉼터이다. 예부터 이곳을 다락빌레라고 불렸는데· 다락빌레란 부엌에 물건을 넣는 다락처럼 암반이 널리 깔려있다고 해서 붙여진 이름이다. 이곳 다락빌레에 조성된 쉼터를 다락쉼터라고 한다. 이곳은 옛날부터 많은 사람들이 어울려 쉬었던 공간으로 많은 사랑을 받았던 곳이다. 고내포구 직전에 위치해 있으며 이곳은 하귀-애월 해안도로에 있어 드라이브 명소로도 유명한 하다. 제주특별자치도 서부에 있기 때문에 아름다운 일몰도 감상할 수 있는 곳이다.,064-740-6000,제주관광정보센터,2022-12-01
54,고내리포구,자연,관광지,,제주특별자치도 제주시 애월읍 고내리,33.467395,126.337616,4820,주차장,휴양 펜션+가족호텔,,1048,12,고내리는 고지대로 분지 형태를 이루고 있다. 즉 ‘높은 곳 안쪽에 있다’하여 ‘고내리(高內里)’라 불린다. 그리고 그 마을 안에 자리하고 있는 포구가 고내리포구이다. 고내리포구는 바다의 바닥이 마치 요강처럼 움푹 파인 모습과 같아 ‘요강터’라 칭하기도 한다. 제주올레 15코스의 시작점이기도 한 고내리포구의 앞바다에는 고깃배가 정박해 있어 소박한 제주특별자치도 바다의 풍경을 만나볼 수 있으며 방파제에서는 낚시도 가능하다.,064-740-6000,제주관광정보센터,2022-12-01
55,고내봉(고내오름+고니오름+ 망오름),자연,관광지,,제주특별자치도 제주시 애월읍 고내리 산 3-1,33.459949,126.342058,739484,화장실,펜션,,160757,,고내봉은 애월읍 고내리에 위치한 높이 135m의 작은 화산인 기생화산이다. 과거에는 봉수가 있어 안전을 위해 활용했고· 현재는 등산으로 건강을 챙겨주는 고마운 곳이기도 하다. 주가 되는 망 오름과 서쪽의 방애오름· 남동쪽의 진오름· 남서쪽에 너분오름· 남쪽의 상뒷오름 총 5개의 봉우리로 되어있다. 자동차를 이용해 오름 입구까지 갈 수 있어 20분 정도면 정상에 오를 수 있는 산이다. 편하게 이용할 수 있는 만큼 곳곳에 의자라든지· 걸을 수 있는 길 등이 편리하게 되어 있는 편이다. 올라가는 길은 총 세 군데이다.,064-799-3277,제주특별자치도청,2022-12-01
56,고산일과해안도로,자연,관광지,제주특별자치도 서귀포시 대정읍 영락하동로 96,제주특별자치도 서귀포시 대정읍 영락리 2169,33.280282,126.169579,12000,화장실(3동)+주차장,펜션,,2609,40,고산일과해안도로는 차귀도항에서 신도리를 거쳐 일과 사거리에 이르는 약 12km의 해안도로이며· 해가 지는 방향에 있어 노을이 가장 아름다운 구간 중에 하나이며 '노을해안로'라고도 불린다. 천천히 해안도로를 따라가다 보면 소박한 어촌의 풍경과 차귀도의 낙조를 감상할 수 있다. 고산리에서 신도리로 향하다 보면 수월봉과 엉알해안을 만난다. ‘노꼬물 오름’이라고도 불리는 수월봉은 77m의 작은 오름이며· 오름이 바닷가 방향으로 돌출되어 있어 탁월한 전망을 자랑한다. 엉알해안은 제주도의 숨은 비경 31곳 중 하나에 선정된 아름다운 제주의 대표 자연경관이다. 해안절벽이 독특한 퇴적층 모양을 하고 있으며· 유네스코에서 지정한 세계 지질공원에 속해있다. 올레 12코스에 속해있어 드라이브가 아니더라도· 도보여행을 즐길 수 있다.,064-740-6000,제주관광정보센터,2022-12-01
57,고살리숲길,자연,관광지,,제주특별자치도 서귀포시 남원읍 하례리 산 542,33.31638,126.597502,300000,공용주차장,펜션+별장,,65217,38,고살리는 계곡에 샘을 이룬 터와 그 주변을 말한다. 연중 물이 흐르는 곳으로 하례 2리 마을의 상징이다. 고살리를 시작으로 제주특별자치도 곶자왈 숲을 볼 수 있는 자연 탐방로· 즉 고살리 숲길이 있다. 잘 알려지지 않아 조용한 산책을 즐길 수 있다. 상록수가 주로 있으며· 사람의 손길이 닿지 않아 길이 고르지 않고· 자연 그대로의 모습을 간직한다.,064-733-8009,하례리생태관광마을,2022-12-01
58,고성신양해녀의길,자연,관광지,,제주특별자치도 서귀포시 성산읍,33.434294,126.926575,9300,화장실(3동)+주차장,가족호텔,,2022,35,섭지해녀의 집터 정자를 시작으로 바닷길을 따라 걸으며 성산일출봉을 볼 수 있다. 1.2km정도 되며· 해녀가 물질하고 몸을 녹이기 위해 썼던 불턱이 있어 해녀의 삶을 엿볼 수 있다. 계절 따라 다양한 야생화를 볼 수 있는 아름다운 해변길이다.,064-710-2584,제주특별자치도청,2022-12-01
59,고성오일장,시장,관광지,제주특별자치도 서귀포시 성산읍 고성오조로 93,제주특별자치도 서귀포시 성산읍 고성리 1180-34,33.452036,126.913782,1360,주차장+화장실(1동),관광호텔,,296,27,’성산-고성오일시장’은 이 지역의 유일한 오일시장이다. 주로 성산읍 주민이 이용한다. 도심 속 오일시장과 다른 느낌을 풍긴다. 청과물· 수산물· 생활용품 등 모든 물품이 갖춰져 있다.,064-794-2940,제주관광공사,2022-12-01
60,고씨주택,문화,관광지,제주특별자치도 제주시 관덕로17길 27-1,제주특별자치도 제주시 일도일동 1243-1,33.51497,126.52837,245,공용주차장,호텔+호스텔+게스트하우스,,53,100,고씨 주택은 제주시 원도심 산지천 변에 있다. 고용준이 지은 근대가옥으로· 바깥채와 안채가 나눠져 서로 마주보고 있고· 그 사이에 마당이 있다. 고씨 주택은 기술 방면으로는 일식 건축을 참고했지만· 기능적으로는 제주특별자치도 민가의 전통을 계승하여 지어 과도기적 건축물이란 평가를 받는다.,064-740-6000,제주관광정보센터,2022-12-01
61,고흐의 정원,예술,관광지,제주특별자치도 서귀포시 성산읍 삼달신풍로 1265,제주특별자치도 서귀포시 성산읍 삼달리 11852,33.372031,126.845185,2640,주차장+화장실,게스트하우스+펜션,,574,30,‘고흐의 정원'은 현대 기술을 이용해 반 고흐 작품을 재해석했다. 이 전시는 그의 작품이 아닌 '인간 빈센트 반 고흐'가 주인공이다. 시각에 의존하는 기존 전시와 달리 듣고 만질 수도 있는 관객 참여형 체험 전시이다., 064-783-6700,제주특별자치도청,2022-12-01
62,곤물,자연,관광지,제주특별자치도 서귀포시 안덕면 화순서서로64번길 644,제주특별자치도 서귀포시 안덕면 화순리 11901,33.251879,126.332879,182,주차장,게스트하우스,,40,5,‘곤물’은 1600년대 식수로 사용한 용천수이다. ‘곶물’ 로도 불린다. 마을이 형성되던 시기 곤물을 이용해 벼농사를 지었다. 용출량이 풍부해 골물동을 형성한 중요한 수자원이 되었다.,064-740-6000,제주특별자치도청,2022-12-01
63,곤흘동(곤을동)마을터,문화,관광지,,제주특별자치도 제주시 화북1동 4438,33.522004,126.355732,7750,,호텔+펜션+게스트하우스,,1685,,4.3 사건 당시 전소된 가옥만 3만여 채에 이르며· 사건이 종결된 이후에도 복구되지 못한 ‘잃어버린 마을’도 100개가 넘는다. 이들 대부분은 중산간 마을이다. 북촌리의 경우 주민들이 가옥을 복원해 다시 마을이 형성됐지만· 곤흘동은 다시 복구되지 못했다. 폐허로 변한 곤흘동은 현재까지 집과 집을 구분 짓는 울담(울타리 돌담)만 남아있다.,064-712-6988,제주특별자치도청,2022-12-01
